"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.147706750E0,2.376957774E0,-9.532891095E-2,-3.007363343E-1
4.167626750E0,2.624733245E0,-1.394443989E-1,-1.688675880E-2
4.187545750E0,2.335541654E0,4.969829249E-1,-2.965017807E-1
4.207465750E0,1.560086545E0,2.209101462E-1,-1.018439956E0
4.227384750E0,1.206257420E0,7.498603839E-1,-1.214355594E0
4.247303750E0,1.372209367E0,3.948420078E-1,-1.457637187E0
4.267223750E0,1.684271027E0,5.943607002E-1,-1.193647680E0
4.287142750E0,1.817727438E0,5.769816059E-1,-1.108445562E0
4.307061750E0,1.854224150E0,1.404910505E-1,-1.238047342E0
4.326981750E0,1.758001492E0,-5.002351463E-2,-1.400061994E0
4.346900750E0,5.650578175E-1,-5.680131465E-1,-2.066602478E0
4.366819750E0,-1.342237709E0,-1.002982841E0,-9.883800048E-1
4.386739750E0,-1.973891366E0,-1.705454466E0,-1.282286206E0
4.406658750E0,-3.149124117E0,-4.251437995E0,-1.413693023E-1
4.426577750E0,-3.438527085E0,-4.029198777E0,8.248351371E-1
4.446497750E0,-3.370616938E0,-2.064409187E0,5.538120139E-1
4.466416750E0,-4.299336924E0,-3.168331343E-1,2.463174677E-1
4.486336750E0,-4.780660129E0,-1.639834088E-1,9.990119970E-1
4.506255750E0,-2.119294662E0,1.195247478E0,1.359211006E0
4.526174750E0,-5.713684250E-1,8.653990263E-1,1.538618785E0
4.546094750E0,-5.245559089E-1,1.238694044E0,1.333573304E0
4.566013750E0,-4.690284102E-1,1.157081532E0,7.291571474E-1
4.585932750E0,-1.760634347E0,-6.032800430E-1,9.705547678E-1
4.605852750E0,-8.063118888E-1,-4.851961076E-1,1.777884218E0
4.625771750E0,4.077564606E-1,4.990247726E-1,2.240566499E0
4.645690750E0,1.610413238E0,-5.791374743E-2,3.087144508E0
4.665610750E0,3.041279533E0,8.575497240E-1,1.577599833E0
4.685529750E0,3.667615732E0,1.041808353E0,5.026520929E-1
4.705448750E0,3.013386560E0,2.276533892E0,-2.457394704E-1
4.725368750E0,1.813917539E0,3.103897365E0,-1.023140825E0
4.745287750E0,-9.407453701E-2,2.982281712E0,-1.411908745E0
4.765207750E0,-1.356043277E0,2.448340291E0,-1.319234470E0
