"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.212160458E0,8.957223358E0,-8.530161438E0,-1.046773224E0
7.232080458E0,9.229357452E0,-6.867718506E0,-1.029409332E0
7.252000459E0,9.389075317E0,-6.863078156E0,-9.877958679E-1
7.271920458E0,8.212821350E0,-7.815248108E0,-6.253994751E-1
7.291840458E0,7.014563141E0,-8.455466766E0,-4.360432434E-1
7.311760458E0,6.383924561E0,-8.576714630E0,-3.477268982E-1
7.331680459E0,6.651268616E0,-8.269553375E0,-3.906875610E-2
7.351600250E0,7.184759216E0,-7.999664612E0,7.933502197E-2
7.371520250E0,7.093149719E0,-7.368876343E0,-3.861968994E-1
7.391441250E0,6.590045929E0,-6.603817291E0,-8.324189758E-1
7.411361250E0,6.045927429E0,-6.159990234E0,-8.888516235E-1
7.431281250E0,5.387297058E0,-6.332431641E0,-6.944059753E-1
7.451201250E0,4.648433533E0,-6.620283051E0,-6.782395935E-1
7.471121250E0,4.108506317E0,-6.894961853E0,-6.312373352E-1
7.491041250E0,3.680097198E0,-7.416028290E0,-6.111790466E-1
7.510961250E0,3.204835510E0,-7.805967407E0,-7.473957825E-1
7.530881250E0,2.825973358E0,-8.078700256E0,-9.232800293E-1
7.550801250E0,2.773881683E0,-8.416398010E0,-8.961863708E-1
7.570721250E0,2.888243866E0,-8.587641907E0,-5.920188904E-1
7.590641250E0,3.508254547E0,-8.786278839E0,-3.112028503E-1
7.610561250E0,3.937861176E0,-8.863967285E0,-3.517684937E-1
7.630481250E0,4.348756714E0,-9.266629944E0,-5.746549988E-1
7.650401250E0,4.284689941E0,-9.466015320E0,-7.930508423E-1
7.670321250E0,4.234394531E0,-9.355545044E0,-1.011296997E0
7.690242250E0,5.335205383E0,-9.824070740E0,-7.382647705E-1
7.710162250E0,6.602170715E0,-1.147109573E1,-6.417155457E-1
7.730082250E0,6.088588715E0,-1.175625275E1,-1.681453400E0
7.750002250E0,5.191204834E0,-1.122455841E1,-1.654359741E0
7.769922250E0,4.688999176E0,-9.999505920E0,-6.409671021E-1
7.789842250E0,5.000651093E0,-8.066874847E0,-2.436932373E-1
7.809762250E0,6.653963013E0,-6.727011108E0,-4.766088867E-1
7.829682250E0,8.207432556E0,-6.431675262E0,-1.495090942E0
7.849602250E0,7.943681030E0,-6.516997833E0,-2.929408264E0
7.869522250E0,6.754104767E0,-6.952592010E0,-3.573668518E0
7.889442250E0,5.871540070E0,-7.516170044E0,-3.386707306E0
7.909362250E0,5.305117950E0,-7.805967407E0,-2.916984100E0
7.929282250E0,4.902155914E0,-7.744744720E0,-2.383194122E0
7.949202250E0,4.694837036E0,-7.195536804E0,-1.644330597E0
