"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.099996417E0,-1.486980468E-1,-2.206054777E-1,1.508531068E-2
3.119915416E0,-1.284892112E-1,-2.011830807E-1,2.352913469E-2
3.139834417E0,-5.928535014E-2,-1.415972710E-1,1.011163089E-2
3.159753417E0,-1.990290545E-2,-1.040635332E-1,-1.392663736E-2
3.179671417E0,-2.419326920E-3,-4.113340378E-2,-1.255588606E-2
3.199590417E0,3.561533988E-2,6.891660392E-3,-5.118533969E-3
3.219509417E0,9.957688302E-2,4.226278886E-2,-1.626561512E-3
3.239428417E0,1.102198437E-1,1.180293113E-1,3.718964290E-3
3.259347416E0,1.053119078E-1,1.600423455E-1,-1.357537694E-2
3.279266417E0,1.189124063E-1,1.817769259E-1,8.094212972E-4
3.299184417E0,1.281863898E-1,1.983133107E-1,5.247071385E-3
3.319103417E0,9.151278436E-2,2.081134766E-1,-1.577485725E-2
3.339022417E0,1.539811492E-2,1.992550492E-1,-2.926108614E-2
3.358941417E0,-2.822714671E-2,2.002732009E-1,-9.955331683E-3
3.378860417E0,1.704126410E-2,2.468604147E-1,6.621591747E-4
3.398778417E0,1.075263470E-1,2.717107832E-1,1.119924430E-2
3.418697417E0,1.766117662E-1,2.653541565E-1,2.303061448E-2
3.438616417E0,1.768663973E-1,3.315776885E-1,6.510752719E-3
3.458535417E0,1.488255262E-1,3.991413713E-1,-3.597530769E-3
3.478454417E0,1.482518315E-1,4.600781500E-1,9.251437150E-3
3.498373417E0,2.070428282E-1,4.575496316E-1,-6.992269191E-4
3.518291417E0,2.174968570E-1,4.244895279E-1,-5.318509415E-2
3.538210417E0,1.474933177E-1,4.383279383E-1,-4.243076593E-2
3.558129417E0,1.403111517E-1,3.632811904E-1,-5.207801983E-2
3.578047917E0,5.420913547E-2,2.527400553E-1,-5.138209090E-2
3.597966917E0,-1.147719473E-2,-1.192446128E-1,1.381524466E-2
3.617884917E0,-7.394819707E-2,-2.475263476E-1,-1.177505869E-2
3.640544875E0,-7.608811855E-1,-1.325932264E0,1.144849658E-1
3.660463875E0,-1.315193176E0,-1.512359023E0,1.296630651E-1
3.680381875E0,-9.219955802E-1,-5.350081921E-1,-3.182913736E-2
3.700300875E0,-1.341091543E-1,4.019558430E-1,-3.961615562E-1
3.720219875E0,1.136885583E-1,6.322096586E-1,-3.415496945E-1
3.740138875E0,-2.930970192E-1,2.047838420E-1,-1.357715297E-2
3.760057874E0,-8.041656613E-1,-4.351774156E-1,6.292686611E-2
3.779975875E0,-1.444351435E0,-8.496471643E-1,9.497567266E-2
3.799894874E0,-2.202667713E0,-1.166891098E0,1.170405000E-1
3.819813875E0,-2.442909956E0,-1.468580365E0,2.145516276E-1
3.839732875E0,-1.771538854E0,-1.550541878E0,2.425039262E-1
3.859652125E0,-7.794442773E-1,-1.161149263E0,1.896480285E-2
3.879570125E0,2.673247159E-1,-2.265063375E-1,3.607767522E-1
3.899489125E0,6.745434999E-1,2.011011243E-1,3.626097739E-1
3.919408125E0,1.105980754E0,2.471101046E0,7.781844139E-1
3.939327125E0,6.103774533E-2,-8.095623851E-1,-1.102242060E-2
3.959246125E0,3.238019645E-1,-1.073215127E0,-3.785516620E-1
3.979164124E0,6.133563519E-1,-7.800769210E-1,6.231614947E-1
3.999083125E0,7.418407202E-1,-1.452979147E-1,1.796765089E0
4.019002125E0,5.331442952E-1,-4.074639380E-1,2.385643721E0
4.038921125E0,4.615175128E-1,-7.405402064E-1,2.584389925E0
4.058840125E0,1.027974844E0,-1.423603892E-1,2.573042631E0
4.078758125E0,1.495275617E0,1.865678668E0,2.187976360E0
4.098677125E0,6.795056462E-1,8.859099150E-1,2.006144762E0
4.118596124E0,-5.716330409E-1,-5.962202325E-2,1.816438556E0
4.138515125E0,-7.789304256E-1,-4.223848581E-1,2.086412668E0
4.158434125E0,-4.964936376E-1,-4.226303697E-1,2.102969646E0
4.178352125E0,-1.350718737E-2,-7.767103314E-1,1.453676820E0
4.198271125E0,4.196222425E-1,-1.196405888E0,4.067162871E-1
4.218190125E0,6.711642444E-2,-1.278415322E0,-4.158131778E-2
4.238109125E0,-4.622985721E-1,-2.147825360E-1,7.142652869E-1
4.258028124E0,-5.565274358E-1,-2.822450362E-2,1.218313336E0
4.277946125E0,-7.345075011E-1,-2.288894206E-1,1.823379517E0
4.297865124E0,-1.271681190E0,1.204944775E-2,2.184542418E0
4.317784125E0,-1.721605539E0,-3.689796925E-1,2.312009335E0
4.337703125E0,-1.663680315E0,-9.821127057E-1,2.829681873E0
4.357622125E0,-1.449522138E0,-5.443433523E-1,3.091435909E0
4.377540125E0,-1.328754067E0,8.512043953E-1,2.336808443E0
4.397459125E0,-1.466755748E0,1.950256109E0,1.229278922E0
4.417378125E0,-1.555847287E0,3.026755095E0,1.837159157E0
4.437297124E0,-2.519751549E0,3.586118937E0,2.076448679E0
4.457216125E0,-3.124670506E0,2.793646812E0,2.508968353E0
4.477135125E0,-2.792845249E0,1.388186216E0,1.977562904E0
4.497053124E0,-2.162487507E0,3.566396534E-1,1.315486431E0
4.516972125E0,-1.940285444E0,-1.694375724E-1,1.383409500E0
4.536891125E0,-1.734758735E0,-3.956654966E-1,1.499646306E0
4.556810125E0,-1.489979267E0,-7.336093783E-1,1.607721210E0
4.576729124E0,-1.615526438E0,-1.601501822E0,8.886424303E-1
4.596647125E0,-1.226782441E0,-1.741194010E0,8.057197928E-2
4.616566125E0,-1.870277643E0,-1.483544409E-1,2.584909275E-2
4.636485124E0,-2.195797920E0,9.061605334E-1,-1.917234659E-1
4.656404125E0,-1.219659805E0,8.131602407E-1,-6.691970825E-1
4.676323125E0,3.757567704E-1,-1.573348761E0,-1.460090756E0
4.696241125E0,1.075259328E0,-3.596636057E0,-2.142471552E0
4.716160125E0,6.002854109E-1,-2.252822638E0,-2.936333895E0
4.736079125E0,-1.693277955E-1,-4.803158045E-1,-2.584993124E0
4.755998125E0,-4.263680577E-1,-6.946960837E-2,-2.216952324E0
4.775917124E0,-2.419002056E-1,-2.219214886E-1,-1.503483653E0
4.795835125E0,-5.086733699E-1,3.903480172E-1,-1.056263924E0
4.815754124E0,2.957168818E-1,1.927555539E-3,-7.048568875E-2
4.835673125E0,9.086696506E-1,-7.026598454E-1,1.206010103E0
4.855592291E0,1.448536277E0,-1.366046071E0,2.514863491E0
4.875511291E0,1.866480708E0,-1.620477200E0,2.673803568E0
