"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.117247250E0,1.387677883E0,3.791790712E-1,-2.921404888E-1
5.137167250E0,4.296162179E0,7.736263919E-1,-3.604258227E0
5.157086250E0,7.754537637E0,3.562889761E-1,-3.905525781E0
5.177006250E0,7.678130316E0,-1.396899819E-1,-1.892016605E0
5.196926250E0,1.013149863E1,-5.408576245E0,3.257176569E0
5.216845250E0,4.704009563E0,-8.933980091E0,2.357102677E0
5.236765250E0,-5.294525135E0,-3.685729821E0,-6.834585258E-1
5.256684250E0,-7.203310093E0,1.511438003E0,7.873623785E-1
5.276604250E0,-8.547241155E0,2.992288637E0,2.970203411E0
5.296524250E0,-7.917688403E0,4.200526873E0,4.076843937E0
5.316443250E0,-5.541455975E0,1.035804432E0,2.121988182E0
5.336363250E0,-4.905165622E-1,-5.348308994E0,-2.544881037E0
5.356283250E0,5.414079060E0,-9.411306431E0,-1.599568992E0
5.376202250E0,8.752712313E0,-5.637359083E0,-1.620466794E0
5.396122250E0,1.013761832E1,-1.984787652E0,-1.070736137E0
5.416041250E0,1.087417922E1,-7.421607703E-1,-1.211758188E0
5.435961250E0,6.779158332E0,-3.713367856E-1,-6.758539295E-1
5.455880250E0,4.620840230E0,-7.026821244E-1,-8.566895986E-1
5.475800250E0,4.868880579E0,-2.098460448E-1,-1.427432810E0
5.495720250E0,5.246954527E0,1.830366780E0,-2.199782755E0
5.515639250E0,4.923759037E0,4.779355030E0,-2.860528064E0
5.535559250E0,1.900362483E0,6.617613212E0,-1.692483003E0
5.555479250E0,-6.150936113E-1,7.007036020E0,-3.887995682E-1
5.575398250E0,1.751312716E0,7.397489693E0,-8.414417412E-1
5.595318250E0,3.240718703E0,8.381162104E0,4.502028608E-1
5.615237250E0,2.554621037E0,9.482637200E0,4.344960117E0
5.635157250E0,-1.646318650E-1,9.950473509E0,2.827191918E0
5.655077250E0,-7.842163572E-1,5.476631404E0,1.708356439E0
5.674996250E0,-2.424752623E0,-6.702577348E0,4.790980464E0
5.694916250E0,-1.357093028E1,-1.512647207E1,1.232103209E0
5.714835250E0,-2.164103863E1,-2.761539848E1,-4.900795560E-1
5.734755250E0,-8.101589767E0,-2.717131181E1,5.229737985E-1
5.754675250E0,5.173355039E0,-9.971203058E0,-1.656635478E0
5.774594250E0,1.781739463E1,-2.325966838E0,-6.497750553E-1
5.794514625E0,2.287346563E1,2.757710624E-1,-5.228474987E0
5.814433625E0,1.421326914E1,-4.094922066E-1,-1.580774725E0
5.834353625E0,4.792023315E0,1.285983986E-1,2.650544317E-1
5.854273625E0,-1.661902357E0,1.456533233E0,3.598296990E0
5.874192625E0,-5.906091267E0,4.441938527E0,5.261063858E0
5.894112625E0,-6.319908074E0,8.383416790E0,6.698900034E0
5.914031625E0,-5.056323017E0,1.456629595E1,9.188996462E0
5.933951625E0,-7.664999224E0,2.253761092E1,9.863264626E0
5.953871625E0,-1.515680041E1,2.436378057E1,4.494920441E0
5.973790625E0,-1.109100801E1,1.792052314E1,-1.809859571E0
5.993710625E0,-4.564789698E0,6.827083281E0,-2.140176677E0
6.013629625E0,-2.484364109E0,-1.843152301E0,-2.554013511E1
6.033549625E0,-6.260727235E0,-2.354724497E1,1.551842848E1
6.053469625E0,3.741170781E0,-3.277600835E1,-5.217134897E0
6.073388625E0,5.101064157E0,-2.265510487E1,1.093538319E1
6.093308625E0,1.304229988E1,-3.198988295E-1,1.222704015E1
6.113227625E0,5.616224906E0,1.036812375E1,-1.298235364E-1
6.133147625E0,4.428492562E-1,7.006768802E0,-8.648298583E0
6.153067625E0,4.806936054E0,-5.275787147E0,-4.316774783E0
6.172986625E0,1.133112275E1,-8.940849985E0,5.855354977E-1
6.192906625E0,6.212205870E0,-6.705943006E0,-2.919842804E0
6.212825625E0,3.063761492E0,-1.701301773E0,-3.308496704E0
6.232745625E0,2.293001990E0,1.320593655E0,-1.905405267E0
6.252665625E0,-1.359336575E0,1.831383610E0,-3.084813808E0
6.272584625E0,-6.206431160E0,2.301290419E0,-2.431609068E0
6.292504625E0,5.137006992E-1,5.460308316E0,1.063313316E0
6.312423625E0,4.595774093E0,8.841682962E0,5.384589797E-1
6.332343625E0,8.718542354E0,1.221916044E1,5.870721825E-1
6.352263625E0,7.194825783E0,1.445168818E1,9.733012050E-1
6.372182625E0,1.519298415E0,1.313193185E1,2.157717301E0
6.392102625E0,-1.764341482E0,1.084297146E1,-2.740246160E0
6.412021625E0,7.724376529E-1,4.195528089E0,-1.332525951E1
6.431941625E0,1.998856491E0,-1.621842673E1,4.059901922E0
6.451861625E0,-1.543236097E1,-3.234579595E1,2.823328955E0
6.471780625E0,-1.366757072E1,-3.758870654E1,1.754726175E0
6.491700625E0,-7.837747609E0,-1.265556621E1,5.765407258E0
6.511619625E0,7.281873282E0,-3.776596722E0,-2.548641382E0
6.531539625E0,1.847878255E1,-1.861017299E0,-7.627255447E0
6.551459625E0,1.597177013E1,-1.196881190E0,-7.600485724E0
6.571378625E0,9.159458667E0,8.927376831E-1,-8.175005360E-1
6.591298625E0,2.638216340E0,3.376990988E0,4.642515858E0
6.611217625E0,-2.989870521E0,5.548171502E0,5.291182866E0
6.631137625E0,-5.391053309E0,9.300773590E0,7.093606972E0
6.651057625E0,-5.478186178E0,1.439290028E1,1.044812185E1
6.670976625E0,-1.016019676E1,2.133072924E1,8.648541827E0
6.690896625E0,-1.503003628E1,2.269977994E1,3.289525120E0
6.710815625E0,-4.983983020E0,1.326739196E1,2.426246148E0
6.730735625E0,-4.776626719E0,3.947707302E0,1.176967181E0
6.750655625E0,-3.505042964E0,-9.805669552E-1,-1.929594263E1
6.770574625E0,-5.146958953E0,-2.823731770E1,2.625937772E0
6.790494875E0,-5.973362314E0,-3.265008973E1,7.179610451E-1
6.810413875E0,3.967010423E0,-7.727662665E0,3.201569256E0
6.830333875E0,1.225044772E1,4.770990588E0,1.055906692E1
6.850253875E0,9.194448406E0,8.448455955E0,7.188903723E0
6.870172875E0,2.197038072E0,3.477902820E0,-4.331839550E0
6.890092875E0,3.924961048E0,-7.199385442E0,-7.654808697E0
6.910011875E0,4.723593643E0,-1.076652496E1,-2.270019509E0
6.929931875E0,5.991930147E0,-5.515530006E0,-2.746168220E0
6.949851875E0,5.985811620E0,-1.316305892E0,-4.116666691E0
6.969770875E0,4.466952331E0,7.937396443E-1,-4.175910680E0
6.989690875E0,-1.027422156E0,1.562111728E0,-3.822589751E0
7.009609875E0,-6.553061121E0,2.190662268E0,-6.320571148E-1
7.029529875E0,2.365483052E0,5.127694132E0,4.667760627E-1
7.049449875E0,6.904758278E0,9.315248957E0,-2.287296277E-1
7.069368875E0,1.079783797E1,1.292426214E1,5.535190684E-1
7.089288875E0,7.553337286E0,1.448569325E1,1.116216438E0
7.109207875E0,-1.500090312E0,1.263575584E1,-9.806002843E-1
7.129127875E0,-4.100083695E0,9.892927551E0,-5.496645253E0
7.149047875E0,3.653056750E0,-5.594438766E0,-1.885679101E1
7.168966875E0,-6.081917042E0,-2.386133401E1,1.373527212E1
7.188886875E0,-1.285466741E1,-4.568114775E1,2.356179694E0
7.208805875E0,-1.209606719E1,-2.438512758E1,4.830110908E0
7.228725875E0,-4.795919607E0,-4.512652999E0,5.762786536E0
7.248645875E0,1.269244343E1,5.115495086E-1,-6.028185807E0
7.268564875E0,1.708574657E1,-3.595483895E0,-1.033876371E1
7.288484875E0,1.318511111E1,-9.663360018E-1,-3.865038782E0
7.308403875E0,8.946106047E0,3.714648396E0,1.017129156E0
7.328323875E0,-1.088330555E0,6.223740672E0,6.541542106E0
7.348243875E0,-7.518111320E0,1.019241960E1,9.410092549E0
7.368162875E0,-7.832595627E0,1.760369995E1,1.246889034E1
7.388082875E0,-1.016274849E1,2.129022675E1,1.244944133E1
