"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.011562083E0,5.360695150E-1,2.671610373E-1,6.647401267E-1
7.031481083E0,-1.449246725E0,4.642817867E-1,-1.840513453E-1
7.051399083E0,-3.261833876E0,2.910052811E0,-4.564558733E-1
7.071318083E0,-1.741392038E0,2.473248260E0,2.412157720E-1
7.091237083E0,-2.253127196E0,1.927181468E0,9.190296882E-1
7.111155083E0,-1.530010514E0,2.101677586E0,1.306449825E0
7.131074083E0,-9.971867886E-1,1.885397850E0,1.036156434E0
7.150993083E0,7.722797781E-2,1.087582111E0,9.399481022E-1
7.170912083E0,1.137679009E0,8.176284438E-1,7.391167098E-1
7.190830083E0,2.407298099E0,8.967061883E-1,4.528732842E-1
7.210749083E0,3.869538507E0,8.867208982E-1,6.405715379E-1
7.230668083E0,4.984494066E0,7.267539418E-1,1.661700628E0
7.250587083E0,3.431817405E0,-2.452380717E-1,-1.149858174E0
7.270505083E0,1.895438688E0,-2.709095119E0,-5.393130240E0
7.290424083E0,1.974566427E0,-1.113576844E1,-6.716474426E-1
7.310343083E0,-4.576476820E0,-1.223201496E1,9.394570823E-1
7.330262083E0,-5.193846606E0,2.967909840E0,1.345226805E0
7.350180083E0,-3.682569986E0,5.918155827E0,9.182876766E-1
7.370099083E0,-2.761461613E0,3.539742388E0,5.972375304E-2
7.390018083E0,-1.236083116E0,2.513656613E0,1.055144683E-1
7.409936083E0,-2.677787957E0,1.933827998E0,2.665787716E0
7.429855083E0,-2.921354017E0,-5.464807749E-2,3.777598350E0
7.449774083E0,-2.066102249E0,-3.055996975E0,1.786799322E0
7.469693083E0,-1.619790856E0,-2.771691316E0,-1.496125607E-1
7.489611083E0,-3.804659337E-1,3.594780475E-1,1.587435727E-1
7.509530083E0,1.551096012E0,1.753420345E0,-7.431124046E-2
7.529449083E0,2.412443942E0,2.380369917E0,8.386668719E-2
7.549368083E0,2.330051703E0,2.965851036E0,1.601448579E-1
7.569286083E0,1.862438319E0,2.727868774E0,-4.133524653E-1
7.589205083E0,2.620622653E-1,1.685458158E0,6.057722725E-2
7.609124083E0,-1.385754442E0,3.620169085E-1,1.214232802E0
7.629043083E0,-1.667643884E0,-4.191681790E-1,1.225215043E0
7.648961083E0,-5.312339408E-1,-7.242302835E-2,5.419866049E-1
7.668880083E0,9.628135660E-1,5.352307320E-2,-1.233833035E-1
7.688799083E0,1.454647360E0,2.976197684E-1,6.689094108E-2
7.708718083E0,1.567496429E0,3.496237350E-1,-2.621692693E-1
7.728636083E0,1.791406343E0,-5.941648185E-2,-7.907552254E-1
7.748555083E0,2.215188268E0,2.114873582E-1,-5.182597733E-1
7.768474083E0,2.732908489E0,-2.839191574E-1,-8.879464746E-1
7.788393083E0,3.280056431E0,-1.355394529E0,-1.898961636E0
7.808311083E0,2.441508258E0,-2.353787890E0,-3.124843846E0
7.828230083E0,8.152135438E-1,-2.875053717E0,-3.125736716E0
7.848149083E0,-1.074786065E0,-3.494730522E0,-2.795004165E0
